MSSubClass,LotFrontage,LotArea,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,Magic,Target
60,84.0,10728,3,3,2,8,5,2006,2006,0.0,4,3,4.0,3.0,2.0,0.0,0,0.0,0,1095,1095,4,4.0,1095,844,0,1939,0,0,2,1,3,1,4,8,7,1,4.0,2.0,3,1053,3.0,3.0,2,192,51,0,0,0,0,0.0,0.0,0,8,2006,1,12.61964239971845
190,70.0,5600,3,3,2,4,5,1930,1950,0.0,2,2,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,4.0,372,720,0,1092,0,0,2,0,3,2,2,7,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,3500,7,2010,-1,9.971541510545372
30,60.0,8967,3,3,2,5,2,1920,1950,0.0,3,2,2.0,1.0,1.0,0.0,0,0.0,0,961,961,4,0.0,1077,0,0,1077,0,0,1,0,2,1,3,6,2,0,0.0,1.0,1,338,1.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0,11,2007,-1,10.377064161245869
20,59.91111111111111,11500,2,3,2,4,3,1957,1957,0.0,3,4,0.0,0.0,0.0,0.0,0,0.0,0,0,0,5,4.0,845,0,0,845,0,0,1,0,3,1,3,5,7,0,0.0,1.0,1,290,3.0,3.0,0,186,0,0,0,0,0,0.0,0.0,0,1,2009,0,11.33857207782545
80,85.0,10200,3,3,2,6,5,1988,1989,219.0,4,3,4.0,3.0,3.0,5.0,783,0.0,0,678,1461,5,4.0,1509,0,0,1509,1,0,2,0,3,1,4,5,7,1,2.0,2.0,2,600,3.0,3.0,2,224,0,0,0,0,0,0.0,0.0,0,8,2008,-1,11.855836333507662
60,67.7156862745098,11075,2,3,1,5,4,1969,1969,232.0,3,3,3.0,3.0,3.0,4.0,562,1.0,193,29,784,5,4.0,1168,800,0,1968,0,1,2,1,4,1,3,7,5,1,1.0,2.0,2,530,3.0,3.0,2,305,189,0,0,0,0,0.0,3.0,400,9,2008,-1,11.825163149922094
50,105.0,8470,2,3,2,3,2,1915,1982,0.0,2,2,3.0,2.0,1.0,0.0,0,0.0,0,1013,1013,3,4.0,1013,0,513,1526,0,0,1,0,2,1,2,6,7,0,0.0,0.0,0,0,0.0,0.0,0,0,0,156,0,0,0,0.0,3.0,0,10,2009,1,11.690822579976183
160,21.0,1680,3,3,2,5,5,1971,1971,142.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,630,630,3,4.0,630,672,0,1302,0,0,2,1,3,1,3,6,7,0,0.0,1.0,1,280,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,5,2009,-1,11.237317531220787
190,60.0,10120,2,3,2,7,4,1910,1950,0.0,2,3,3.0,3.0,1.0,0.0,0,0.0,0,925,925,3,2.0,964,925,0,1889,0,0,1,1,4,2,3,9,7,1,4.0,1.0,1,308,3.0,3.0,0,0,0,264,0,0,0,0.0,3.0,0,1,2007,1,11.9581196595965
20,71.0,8197,3,3,2,6,5,1977,1977,148.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,660,660,5,4.0,1285,0,0,1285,0,0,1,1,3,1,3,7,7,1,3.0,2.0,2,528,3.0,3.0,2,138,0,0,0,0,0,0.0,3.0,0,4,2007,0,11.874090314181814
60,75.0,9375,3,3,2,8,5,2003,2004,768.0,4,3,5.0,3.0,1.0,0.0,0,0.0,0,1053,1053,5,4.0,1053,939,0,1992,0,0,2,1,3,1,4,9,7,1,4.0,2.0,2,648,3.0,3.0,2,140,45,0,0,0,0,0.0,0.0,0,8,2008,1,12.561661177535969
50,64.0,13053,3,3,2,6,7,1923,2000,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,833,833,4,4.0,1053,795,0,1848,0,0,1,1,4,1,4,8,7,1,4.0,1.0,2,370,3.0,3.0,0,0,0,0,0,220,0,0.0,0.0,0,6,2008,-1,12.047497727350267
60,100.0,9500,3,3,2,6,6,1964,1978,272.0,3,3,3.0,3.0,1.0,2.0,442,0.0,0,374,816,3,4.0,1127,850,0,1977,0,1,1,1,4,1,3,9,7,1,3.0,2.0,2,540,3.0,3.0,2,0,52,0,0,0,0,0.0,4.0,0,6,2007,-1,11.780090209454686
70,80.0,16560,2,3,2,6,8,1932,1950,0.0,3,3,4.0,3.0,1.0,2.0,503,0.0,0,449,952,3,4.0,1170,1175,0,2345,0,0,2,1,4,1,3,9,7,1,4.0,1.0,2,360,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,7,2006,1,12.521263609075836
60,67.7156862745098,9375,3,3,2,7,5,1997,1998,573.0,3,3,4.0,3.0,1.0,5.0,739,0.0,0,318,1057,5,4.0,1057,977,0,2034,1,0,2,1,3,1,4,8,7,0,0.0,2.0,2,645,3.0,3.0,2,576,36,0,0,0,0,0.0,4.0,0,2,2009,1,12.450243665176798
90,70.0,9100,3,3,2,5,5,1963,1963,336.0,3,3,3.0,3.0,1.0,2.0,1332,0.0,0,396,1728,3,4.0,1728,0,0,1728,1,0,2,0,6,2,3,10,7,0,0.0,1.0,2,504,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,11,2006,-1,11.40467318558831
60,63.515151515151516,8755,2,3,2,7,5,1999,1999,298.0,4,3,4.0,3.0,1.0,4.0,772,0.0,0,220,992,5,4.0,1022,1038,0,2060,1,0,2,1,3,1,4,8,7,1,3.0,2.0,2,390,3.0,3.0,2,0,0,0,168,0,0,0.0,4.0,0,6,2009,-1,12.098287407222085
20,73.0,9855,3,3,2,6,5,1956,1956,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,1436,1436,2,4.0,1689,0,0,1689,0,0,1,0,3,1,3,7,7,1,4.0,1.0,2,480,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0,11,2009,1,12.002545874273212
30,90.0,8100,3,3,2,5,6,1948,1973,0.0,3,3,3.0,3.0,1.0,2.0,338,0.0,0,1221,1559,4,4.0,1559,0,0,1559,1,0,1,0,2,1,3,5,5,0,0.0,1.0,2,812,3.0,3.0,2,0,116,230,0,0,0,0.0,2.0,0,6,2007,-1,11.682960896200807
20,59.91111111111111,9286,2,3,1,5,7,1977,1989,0.0,3,3,4.0,4.0,3.0,4.0,196,0.0,0,1072,1268,3,4.0,1268,0,0,1268,0,0,1,1,3,1,4,5,7,0,0.0,1.0,1,252,3.0,3.0,2,173,0,0,0,0,0,0.0,0.0,0,10,2009,-1,11.574366179825729
60,59.91111111111111,9453,2,3,2,7,7,1993,2003,0.0,4,3,4.0,3.0,1.0,3.0,402,0.0,0,594,996,5,4.0,1014,730,0,1744,0,0,2,1,3,1,4,7,7,0,0.0,2.0,2,457,3.0,3.0,2,370,70,0,238,0,0,0.0,0.0,0,2,2010,-1,11.978629524833176
85,70.0,8400,3,3,2,6,5,1966,1966,0.0,3,3,3.0,3.0,4.0,1.0,187,2.0,627,0,814,4,4.0,913,0,0,913,1,0,1,0,3,1,3,6,7,0,0.0,1.0,1,240,3.0,3.0,2,0,0,252,0,0,0,0.0,0.0,0,5,2007,-1,11.438487719982195
60,80.0,9200,3,3,2,8,5,1998,1998,473.0,4,3,4.0,3.0,1.0,5.0,986,0.0,0,484,1470,4,4.0,1470,1160,0,2630,1,0,2,1,4,1,4,8,7,1,3.0,3.0,3,696,3.0,3.0,2,0,66,0,0,0,0,0.0,0.0,0,6,2008,0,12.66032791780777
30,67.7156862745098,25339,3,3,2,5,7,1918,2007,0.0,3,4,3.0,3.0,1.0,0.0,0,0.0,0,816,816,5,4.0,1416,0,0,1416,0,0,2,0,3,1,4,7,7,0,0.0,1.0,2,576,3.0,3.0,0,0,0,112,0,0,0,0.0,0.0,0,8,2007,1,11.910533182568017
20,80.0,9600,3,3,2,5,7,1950,2007,0.0,4,3,3.0,3.0,1.0,4.0,607,0.0,0,506,1113,4,4.0,1113,0,0,1113,0,0,1,0,3,1,4,5,7,1,4.0,1.0,1,264,3.0,3.0,2,0,80,120,0,0,0,0.0,0.0,0,7,2009,1,12.103916691389317
50,50.0,8405,3,3,2,4,3,1945,1950,0.0,3,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,2.0,1088,441,0,1529,0,0,2,0,4,1,3,9,4,0,0.0,1.0,1,240,3.0,3.0,0,92,0,185,0,0,0,0.0,0.0,0,4,2009,1,11.792408646190063
60,84.03980099502488,9303,2,3,2,6,5,1996,1997,42.0,4,3,5.0,3.0,1.0,4.0,742,0.0,0,130,872,5,4.0,888,868,0,1756,1,0,2,1,3,1,3,7,7,0,0.0,3.0,2,422,3.0,3.0,2,144,122,0,0,0,0,0.0,0.0,0,7,2007,-1,12.043469748073868
120,41.0,4923,3,3,2,8,5,2001,2002,0.0,4,3,5.0,3.0,3.0,5.0,1153,0.0,0,440,1593,5,4.0,1593,0,0,1593,1,0,1,1,0,1,5,5,7,1,4.0,3.0,2,682,3.0,3.0,2,0,120,0,0,224,0,0.0,0.0,0,8,2008,-1,12.439225326858692
50,60.0,10800,3,3,2,5,8,1936,1989,0.0,3,3,2.0,3.0,1.0,4.0,626,0.0,0,170,796,4,4.0,1096,370,0,1466,0,1,2,0,3,1,4,7,6,1,3.0,1.0,2,566,3.0,3.0,2,436,21,0,0,0,0,0.0,0.0,500,4,2006,1,12.235613325371816
60,66.0,16226,0,3,2,8,5,1998,1999,0.0,4,3,4.0,3.0,1.0,5.0,281,0.0,0,747,1028,5,4.0,1210,1242,0,2452,0,0,2,1,4,1,4,9,7,1,3.0,3.0,2,683,3.0,3.0,2,208,50,0,0,0,0,0.0,0.0,0,5,2007,1,12.616325669785438
20,70.0,11200,3,3,2,5,5,1965,1965,0.0,3,3,3.0,3.0,1.0,2.0,906,0.0,0,134,1040,5,4.0,1040,0,0,1040,1,0,1,0,3,1,3,5,7,0,0.0,1.0,1,384,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,2,2008,-1,11.461247019503759
60,68.0,9179,2,3,2,7,5,1999,1999,158.0,4,3,4.0,3.0,1.0,5.0,633,0.0,0,240,873,5,4.0,882,908,0,1790,1,0,2,1,3,1,4,7,7,0,0.0,2.0,2,588,3.0,3.0,2,0,88,0,0,0,0,0.0,0.0,0,6,2008,-1,11.969593187688034
70,50.0,8500,3,3,2,4,4,1920,1950,0.0,3,2,3.0,3.0,1.0,0.0,0,0.0,0,649,649,3,4.0,649,668,0,1317,0,0,1,0,3,1,3,6,7,0,0.0,1.0,1,250,3.0,2.0,0,0,54,172,0,0,0,0.0,3.0,0,7,2008,1,11.217188282221679
80,75.0,13860,3,3,2,8,7,1972,1995,0.0,4,3,4.0,3.0,4.0,5.0,1410,0.0,0,542,1952,4,4.0,2000,704,0,2704,1,0,2,1,4,1,5,9,7,3,3.0,3.0,2,538,3.0,3.0,2,269,111,0,0,0,0,0.0,3.0,0,7,2009,-1,12.638929090417971
20,72.0,8640,3,3,2,7,5,2007,2008,0.0,4,3,5.0,3.0,1.0,0.0,0,0.0,0,1372,1372,5,4.0,1372,0,0,1372,0,0,2,0,3,1,4,6,7,0,0.0,3.0,2,529,3.0,3.0,2,0,140,0,0,0,0,0.0,0.0,0,5,2008,-1,12.273883127330324
30,67.7156862745098,10020,2,3,0,1,1,1922,1950,0.0,2,2,2.0,1.0,4.0,3.0,350,0.0,0,333,683,4,3.0,904,0,0,904,1,0,0,1,1,1,2,4,3,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0.0,0.0,0,3,2009,1,11.464078149757382
70,75.0,13125,3,3,2,7,6,1940,1984,0.0,3,3,3.0,3.0,1.0,3.0,410,0.0,0,390,800,3,4.0,960,780,0,1740,0,0,1,1,3,1,3,6,7,2,4.0,1.0,1,240,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,7,2007,0,12.299107511497363
120,67.7156862745098,3696,3,3,2,8,5,1986,1986,0.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,1074,1074,5,4.0,1088,0,0,1088,0,0,1,1,2,1,4,5,7,0,0.0,2.0,2,461,3.0,3.0,2,0,74,137,0,0,0,0.0,0.0,0,10,2007,-1,11.81362777934262
20,60.0,8190,3,3,2,4,6,1954,1954,0.0,3,3,3.0,3.0,1.0,2.0,732,0.0,0,216,948,5,4.0,948,0,0,948,1,0,1,0,3,1,3,5,7,1,3.0,1.0,1,280,3.0,3.0,2,0,36,0,0,0,0,0.0,0.0,0,10,2007,1,11.94454535547002
20,67.7156862745098,9790,3,3,2,6,5,1967,1967,0.0,3,3,3.0,3.0,1.0,2.0,251,1.0,630,491,1372,3,4.0,1342,0,0,1342,0,0,2,0,3,1,3,7,7,1,4.0,1.0,2,457,3.0,3.0,2,0,0,0,0,197,0,0.0,0.0,0,9,2009,1,12.191520199183566
20,94.0,12220,3,3,2,10,5,2009,2009,305.0,5,3,5.0,3.0,1.0,5.0,1436,0.0,0,570,2006,5,4.0,2020,0,0,2020,1,0,2,1,3,1,5,9,7,1,4.0,3.0,3,900,3.0,3.0,2,156,54,0,0,0,0,0.0,0.0,0,9,2009,1,12.99138048596353
60,121.0,16059,3,3,2,8,5,1991,1992,284.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,1288,1288,5,4.0,1301,1116,0,2417,0,0,2,1,4,1,4,9,7,1,3.0,1.0,2,462,3.0,3.0,2,127,82,0,0,0,0,0.0,0.0,0,4,2006,1,12.593028315863844
20,67.7156862745098,10603,2,3,2,6,7,1977,2001,28.0,3,3,3.0,3.0,2.0,4.0,1200,0.0,0,410,1610,4,4.0,1610,0,0,1610,1,0,2,0,3,1,4,6,7,2,3.0,2.0,2,480,3.0,3.0,2,168,68,0,0,0,0,0.0,0.0,0,2,2010,0,12.230765258120545
60,108.0,13418,3,3,2,8,5,2004,2005,132.0,4,3,5.0,3.0,3.0,0.0,0,0.0,0,1117,1117,5,4.0,1132,1320,0,2452,0,0,3,1,4,1,4,9,7,1,4.0,3.0,3,691,3.0,3.0,2,113,32,0,0,0,0,0.0,0.0,0,9,2006,-1,12.525329122180358
60,72.0,7226,2,3,2,7,5,2003,2003,0.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,798,798,5,4.0,798,842,0,1640,0,0,2,1,3,1,4,6,7,0,0.0,2.0,2,595,3.0,3.0,2,0,45,0,0,0,0,0.0,0.0,0,6,2008,-1,11.904411425235502
190,50.0,6000,3,3,2,5,4,1954,1954,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,811,811,3,3.0,811,576,0,1387,0,0,2,0,3,2,4,7,7,0,0.0,1.0,1,256,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,11,2009,1,11.766195972311287
50,60.0,7500,3,3,2,4,4,1920,1950,0.0,3,4,3.0,3.0,1.0,0.0,0,0.0,0,698,698,3,3.0,698,430,0,1128,0,0,1,0,2,1,3,6,7,0,0.0,2.0,2,528,3.0,3.0,2,30,0,164,0,0,0,0.0,0.0,0,4,2010,1,11.568543026851556
190,33.0,4456,3,3,2,4,5,1920,2008,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,736,736,4,4.0,736,716,0,1452,0,0,2,0,2,3,3,8,7,0,0.0,0.0,0,0,0.0,0.0,0,0,0,102,0,0,0,0.0,0.0,0,6,2009,-1,11.260049010781644
120,50.0,5119,2,3,2,9,5,1999,2000,60.0,4,3,5.0,3.0,3.0,5.0,1238,0.0,0,460,1698,5,4.0,1709,0,0,1709,1,0,2,0,2,1,4,5,7,1,3.0,3.0,2,506,3.0,3.0,2,97,65,0,0,0,0,0.0,0.0,0,1,2008,1,12.807499636962957
50,60.0,7200,3,3,2,5,6,1938,1995,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,803,803,5,4.0,803,557,0,1360,0,0,1,1,2,1,4,6,7,0,0.0,1.0,1,297,3.0,3.0,2,0,65,190,0,0,0,0.0,3.0,0,7,2006,1,11.989780126768917
60,67.7156862745098,9130,3,3,2,6,8,1966,2000,252.0,3,3,3.0,3.0,1.0,5.0,400,2.0,64,336,800,4,4.0,800,832,0,1632,0,1,1,1,4,1,4,7,7,0,0.0,1.0,2,484,3.0,3.0,2,0,40,0,0,0,0,0.0,0.0,0,7,2008,-1,11.827392362472514
20,60.0,7200,3,3,2,5,7,1972,1972,0.0,3,3,3.0,3.0,3.0,4.0,632,0.0,0,148,780,5,4.0,780,0,0,780,0,0,1,0,2,1,3,4,7,0,0.0,1.0,1,352,3.0,3.0,2,196,0,0,0,0,0,0.0,3.0,0,1,2008,1,11.988386333406268
60,86.0,11065,2,3,2,8,5,2006,2006,788.0,4,3,4.0,3.0,2.0,0.0,0,0.0,0,1085,1085,5,4.0,1120,850,0,1970,0,0,2,1,3,1,5,8,7,1,4.0,3.0,3,753,3.0,3.0,2,177,74,0,0,0,0,0.0,0.0,0,10,2006,0,12.546109948315882
80,82.0,9020,3,3,2,6,7,1966,1966,183.0,3,3,3.0,3.0,4.0,2.0,312,4.0,539,276,1127,3,4.0,1165,0,0,1165,1,0,1,1,3,1,3,6,7,0,0.0,2.0,2,490,4.0,4.0,2,0,129,0,0,0,0,0.0,4.0,0,5,2008,1,12.254150824347452
60,59.91111111111111,7472,2,3,2,7,9,1972,2004,138.0,3,3,3.0,3.0,1.0,4.0,626,0.0,0,99,725,4,4.0,725,754,0,1479,1,0,1,1,4,1,4,7,7,0,0.0,3.0,2,484,3.0,3.0,2,0,32,0,0,0,0,0.0,0.0,0,6,2007,0,12.122691036591123
20,105.0,11751,2,3,2,6,6,1977,1977,480.0,3,3,4.0,3.0,1.0,3.0,705,0.0,0,1139,1844,5,4.0,1844,0,0,1844,0,0,2,0,3,1,3,7,7,1,3.0,2.0,2,546,3.0,3.0,2,0,122,0,0,0,0,0.0,3.0,0,1,2010,0,12.154779351142624
60,78.0,12011,2,3,2,8,5,1998,1998,530.0,4,3,4.0,3.0,3.0,5.0,956,0.0,0,130,1086,5,4.0,1086,838,0,1924,1,0,2,1,3,1,4,7,7,1,3.0,2.0,2,592,3.0,3.0,2,208,75,0,0,374,0,0.0,0.0,0,6,2006,1,12.657698333499901
120,55.0,7892,3,3,2,6,5,1979,1979,0.0,3,3,4.0,3.0,1.0,0.0,0,0.0,0,918,918,3,4.0,918,0,0,918,0,0,2,0,2,1,3,5,7,1,3.0,1.0,1,264,3.0,3.0,2,28,0,0,0,0,0,0.0,0.0,0,4,2010,-1,11.072432412882282
160,21.0,1680,3,3,2,6,3,1971,1971,604.0,3,3,3.0,3.0,1.0,4.0,358,0.0,0,125,483,3,4.0,483,504,0,987,0,0,1,1,2,1,3,5,7,0,0.0,1.0,1,264,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,8,2008,1,11.737139794974805
20,64.0,6762,3,3,2,7,5,2006,2006,0.0,4,3,4.0,4.0,3.0,0.0,0,0.0,0,1286,1286,5,4.0,1294,0,0,1294,0,0,2,0,2,1,4,6,7,1,4.0,2.0,2,662,3.0,3.0,2,168,55,0,0,0,0,0.0,0.0,0,7,2006,0,12.174989532116426
50,51.0,6120,3,3,2,4,7,1935,1995,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,884,884,5,4.0,989,584,0,1573,0,0,1,0,3,1,4,6,7,0,0.0,1.0,1,240,3.0,3.0,2,0,0,54,0,120,0,0.0,0.0,0,7,2009,0,11.79810440720389
60,68.0,8935,2,3,2,7,5,2002,2002,95.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,831,831,5,4.0,831,829,0,1660,0,0,2,1,3,1,4,7,7,0,0.0,2.0,2,493,3.0,3.0,2,144,68,0,0,0,0,0.0,0.0,0,7,2009,-1,11.977031920090042
20,80.0,8892,2,3,2,5,5,1960,1960,66.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,1065,1065,4,4.0,1065,0,0,1065,0,0,1,1,3,1,3,6,7,0,0.0,1.0,2,461,3.0,3.0,2,74,0,0,0,0,0,0.0,0.0,0,7,2007,-1,11.429742425643989
60,80.0,14000,3,3,1,7,5,1996,1997,0.0,4,3,5.0,3.0,4.0,5.0,1201,0.0,0,105,1306,5,4.0,1306,954,0,2260,1,0,2,1,3,1,4,7,7,0,0.0,2.0,2,533,3.0,3.0,2,296,44,0,0,0,0,0.0,0.0,0,4,2010,1,12.797353991972184
60,59.91111111111111,13346,2,3,2,7,5,1992,2000,0.0,4,3,4.0,3.0,1.0,5.0,728,0.0,0,367,1095,5,4.0,1166,1129,0,2295,1,0,2,1,4,1,4,9,7,1,3.0,2.0,2,590,3.0,3.0,2,0,40,0,0,0,0,0.0,0.0,0,7,2006,-1,12.360191997147428
30,52.0,6240,3,3,2,4,5,1925,1950,0.0,3,3,3.0,3.0,1.0,3.0,152,0.0,0,628,780,3,3.0,848,0,360,1208,0,0,1,0,2,1,3,5,7,0,0.0,1.0,2,539,3.0,3.0,2,0,23,112,0,0,0,0.0,0.0,0,1,2009,-1,11.122138380109146
120,44.0,4224,3,3,2,5,5,1976,1976,0.0,3,3,4.0,3.0,1.0,4.0,874,0.0,0,268,1142,3,4.0,1142,0,0,1142,1,0,1,1,3,1,3,6,7,1,1.0,3.0,2,528,3.0,3.0,2,536,90,0,0,0,0,0.0,3.0,0,8,2007,-1,11.505786630407934
20,68.0,9717,3,3,2,5,6,1950,1996,0.0,3,3,3.0,3.0,2.0,5.0,49,2.0,1029,0,1078,4,3.0,1078,0,0,1078,1,0,1,0,2,1,4,5,7,0,0.0,1.0,1,240,3.0,3.0,2,366,0,112,0,0,0,0.0,0.0,0,4,2010,0,11.864462231052837
90,60.0,8400,3,3,2,5,5,1977,1977,320.0,3,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,4.0,2020,0,0,2020,0,0,2,0,4,2,3,10,7,2,3.0,1.0,2,630,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,10,2007,0,11.877568578558138
120,30.0,9549,2,3,2,8,5,1995,1996,0.0,4,4,4.0,4.0,3.0,1.0,437,5.0,1057,0,1494,5,4.0,1494,0,0,1494,1,0,1,1,2,1,5,6,7,1,4.0,3.0,2,481,3.0,3.0,2,0,30,0,0,216,0,0.0,0.0,0,4,2006,-1,12.356387042489661
90,74.0,13101,2,3,2,5,5,1965,1965,108.0,3,3,3.0,3.0,1.0,1.0,231,0.0,0,1497,1728,3,4.0,1728,0,0,1728,0,0,2,0,6,2,3,10,7,0,0.0,1.0,2,576,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,11,2008,-1,11.589437456076642
160,21.0,1680,3,3,2,6,8,1972,2007,510.0,3,3,3.0,3.0,1.0,4.0,162,0.0,0,321,483,4,4.0,483,504,0,987,0,0,1,1,2,1,4,5,7,0,0.0,1.0,1,264,3.0,3.0,2,250,0,0,0,0,0,0.0,0.0,0,5,2009,-1,11.321744236266513
190,60.0,12180,3,3,2,4,4,1941,1950,0.0,3,2,4.0,3.0,1.0,3.0,348,0.0,0,324,672,2,3.0,672,252,0,924,1,0,1,0,2,1,2,5,7,0,0.0,1.0,1,280,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0,7,2010,0,11.289781913656018
120,53.0,4043,3,3,2,6,5,1977,1977,0.0,3,3,4.0,3.0,1.0,4.0,360,0.0,0,709,1069,3,4.0,1069,0,0,1069,0,0,2,0,2,1,3,4,7,1,2.0,2.0,2,440,3.0,3.0,2,0,55,0,0,165,0,0.0,0.0,0,7,2010,0,11.755871643580617
50,50.0,5000,3,3,2,6,7,1947,1950,0.0,3,4,3.0,3.0,1.0,4.0,399,0.0,0,605,1004,5,4.0,1004,660,0,1664,0,0,2,0,3,1,3,7,7,2,4.0,1.0,2,420,3.0,3.0,2,0,24,36,0,0,0,0.0,0.0,0,10,2006,0,11.976659481202368
70,67.7156862745098,7500,2,3,2,6,7,1942,1950,0.0,3,3,3.0,3.0,1.0,3.0,547,0.0,0,224,771,2,4.0,753,741,0,1494,0,0,1,0,3,1,4,7,7,2,4.0,1.0,1,213,3.0,3.0,1,0,0,0,0,224,0,0.0,0.0,0,11,2009,1,12.265330335666034
60,56.0,20431,1,3,2,9,5,2005,2006,870.0,5,3,5.0,3.0,1.0,5.0,1410,0.0,0,438,1848,5,4.0,1848,880,0,2728,1,0,2,1,4,1,5,10,7,2,5.0,3.0,3,706,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,4,2006,1,13.064608309280336
50,86.0,11500,2,3,2,7,7,1936,1987,0.0,4,3,4.0,3.0,1.0,2.0,223,0.0,0,794,1017,4,4.0,1020,1037,0,2057,0,0,1,1,3,1,4,6,7,1,4.0,3.0,1,180,2.0,3.0,2,0,0,0,0,322,0,0.0,0.0,0,6,2006,-1,12.278177299836996
75,60.0,8400,3,3,1,5,8,1939,1997,0.0,3,3,3.0,3.0,1.0,1.0,378,0.0,0,342,720,5,4.0,1052,720,420,2192,0,0,2,1,4,1,4,8,7,1,4.0,1.0,1,240,3.0,3.0,2,262,24,0,0,0,0,0.0,0.0,0,7,2008,1,12.269375365670959
75,35.0,6300,3,3,2,6,6,1914,2001,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,742,742,5,4.0,742,742,0,1484,0,0,2,0,3,1,3,9,7,1,4.0,0.0,0,0,0.0,0.0,2,0,291,134,0,0,0,0.0,0.0,0,6,2008,-1,11.4362582438739
30,67.7156862745098,12342,2,3,2,4,5,1940,1950,0.0,3,3,3.0,3.0,1.0,3.0,262,0.0,0,599,861,5,4.0,861,0,0,861,0,0,1,0,1,1,3,4,7,0,0.0,1.0,2,539,3.0,3.0,2,158,0,0,0,0,0,0.0,0.0,0,3,2009,-1,10.75690030634266
120,41.0,5395,2,3,2,8,5,1993,1993,0.0,4,3,4.0,3.0,1.0,5.0,733,0.0,0,604,1337,4,4.0,1337,0,0,1337,1,0,2,0,2,1,4,5,7,1,3.0,2.0,2,462,3.0,3.0,2,96,0,70,168,0,0,0.0,0.0,0,10,2008,1,12.275482943186784
60,60.0,8123,2,3,2,6,5,2000,2000,16.0,3,3,4.0,3.0,1.0,0.0,0,0.0,0,982,982,5,4.0,1007,793,0,1800,0,0,2,1,3,1,3,7,7,1,3.0,3.0,2,463,3.0,3.0,2,100,63,0,0,0,0,0.0,0.0,0,6,2009,0,12.095141084822892
20,89.0,10991,2,3,2,8,5,2007,2007,80.0,4,3,4.0,3.0,4.0,0.0,0,0.0,0,1571,1571,5,4.0,1571,0,0,1571,0,0,2,0,3,1,4,7,7,1,4.0,3.0,3,722,3.0,3.0,2,100,36,0,0,0,0,0.0,0.0,0,12,2007,-1,12.217449144663597
160,36.0,2268,3,3,2,7,5,2003,2004,106.0,4,3,4.0,3.0,1.0,5.0,567,0.0,0,197,764,5,4.0,764,862,0,1626,0,0,2,0,2,1,4,6,7,0,0.0,2.0,2,474,3.0,3.0,2,0,27,0,0,0,0,0.0,0.0,0,7,2009,1,12.238390864736054
120,63.515151515151516,4500,3,3,2,6,5,1999,1999,425.0,3,3,5.0,3.0,1.0,5.0,883,0.0,0,341,1224,5,4.0,1224,0,0,1224,1,0,2,0,2,1,3,5,7,0,0.0,3.0,2,402,3.0,3.0,2,0,304,0,0,0,0,0.0,0.0,0,6,2009,1,12.206599384309671
